p0,p1,p2,p3,p4,objective,elapsed_sec
3,2454172,92643,97416, -Dqueueless=on ,-2648.5,6309.031470298767
4,7567536,43135,2501, -Dqueueless=on ,-2248.09,6325.444438457489
4,5237555,45480,5919, -Dqueueless=on ,-2969.58,6341.448176145554
2,1136557,17569,16810, -Dqueueless=off ,-2425.84,6355.745947122574
4,816214,45599,3781, -Dqueueless=on ,-2564.19,6379.059513092041
1,2391927,19697,19758, -Dqueueless=off ,-2258.88,6394.959348678589
2,2565676,75054,33233, -Dqueueless=on ,-2590.83,6409.31202507019
3,3154730,92553,35110, -Dqueueless=on ,-2880.19,6423.890248537064
3,2008731,5172,74082, -Dqueueless=on ,-2358.01,6441.499361515045
3,7998289,98350,43320, -Dqueueless=on ,-2227.35,6458.061971187592
4,4733771,59544,40073, -Dqueueless=on ,-2763.87,6475.521219968796
1,5349070,4810,44576, -Dqueueless=on ,-2240.1,6490.752862453461
4,1154088,11647,95710, -Dqueueless=off ,-2698.69,6513.562569141388
4,5604507,55161,15961, -Dqueueless=off ,-2709.56,6534.767325401306
1,4382156,93630,30890, -Dqueueless=off ,-2376.82,6547.897223949432
4,2741146,63910,26971, -Dqueueless=on ,-2715.98,6563.080122470856
3,6025286,27731,5329, -Dqueueless=off ,-2316.06,6579.343286752701
4,7431045,62714,20058, -Dqueueless=off ,-2384.89,6596.331111431122
1,2958788,2891,38139, -Dqueueless=off ,-1914.98,6606.498332977295
1,2505316,70507,43979, -Dqueueless=on ,-2523.28,6624.433379888535
4,5717959,13508,66768, -Dqueueless=on ,-2179.16,6650.252775669098
2,7767754,51611,33151, -Dqueueless=off ,-2490.42,6662.558020591736
3,3928347,95088,17460, -Dqueueless=off ,-2668.37,6684.118478536606
2,1977114,88035,27149, -Dqueueless=off ,-2531.37,6701.260125875473
2,4729627,34888,84165, -Dqueueless=on ,-2423.55,6713.337809085846
1,3819513,99428,9997, -Dqueueless=off ,-2314.12,6732.964581012726
4,5682695,67857,53937, -Dqueueless=off ,-2525.3,6746.8236837387085
2,6372251,68155,12938, -Dqueueless=off ,-2500.16,6773.752232313156
1,7547612,37953,51909, -Dqueueless=off ,-2219.36,6788.714183807373
3,1370616,68066,91971, -Dqueueless=off ,-2475.22,6807.279537200928
2,6378247,93918,59280, -Dqueueless=off ,-2650.0,6822.208307981491
2,3724075,5609,28725, -Dqueueless=on ,-2480.44,6834.441769123077
3,5342952,32729,77530, -Dqueueless=off ,-2514.6,6853.256266593933
2,3545171,98023,14641, -Dqueueless=on ,-2400.55,6863.91560792923
3,3260165,25909,68092, -Dqueueless=on ,-2734.91,6877.937856912613
2,3785088,14003,97782, -Dqueueless=on ,-2536.29,6898.133129119873
1,3278551,85005,32121, -Dqueueless=off ,-2312.83,6913.998159408569
4,1982975,57288,38333, -Dqueueless=on ,-2451.33,6928.37789440155
4,3219213,28555,72201, -Dqueueless=on ,-2720.73,6942.371588945389
2,5695877,8791,96099, -Dqueueless=on ,-2534.86,6962.797592639923
1,6325758,29219,99221, -Dqueueless=on ,-2531.66,6977.534938812256
2,3609992,38014,19840, -Dqueueless=off ,-2481.35,6993.575117111206
1,7999801,82480,16046, -Dqueueless=on ,-2354.78,7016.538331270218
1,164766,82493,57971, -Dqueueless=on ,-2320.7,7040.5663232803345
1,2300704,84669,28389, -Dqueueless=off ,-2306.59,7062.410035610199
3,5280311,27433,33776, -Dqueueless=on ,-2237.82,7082.924048662186
3,6712124,41258,43730, -Dqueueless=on ,-2709.8,7098.929764509201
1,3262213,73767,13570, -Dqueueless=on ,-2449.85,7113.133242845535
4,7422228,99379,25272, -Dqueueless=on ,-2767.11,7130.257271051407
2,5665723,26968,72606, -Dqueueless=off ,-2448.97,7142.708531618118
1,3507114,48693,51763, -Dqueueless=off ,-2314.86,7155.152873754501
1,7753768,6679,23863, -Dqueueless=on ,-2297.15,7171.491963624954
2,7282599,37676,85458, -Dqueueless=off ,-2395.11,7188.455396413803
1,5379111,829,50316, -Dqueueless=off ,-1542.55,7205.866334199905
1,6965869,5860,80373, -Dqueueless=off ,-2189.9,7218.513803720474
1,5295852,67320,281, -Dqueueless=off ,-2246.78,7232.919299125671
1,1439962,89609,14685, -Dqueueless=off ,-2271.69,7250.325572252274
4,4690734,89592,62837, -Dqueueless=off ,-2600.92,7266.518227815628
1,3224678,1581,93215, -Dqueueless=off ,-1870.23,7286.356447696686
4,7909511,34448,51141, -Dqueueless=off ,-2300.1,7301.2807240486145
4,5350742,38814,626, -Dqueueless=off ,-2572.59,7316.240852832794
2,4522043,35603,37768, -Dqueueless=off ,-2458.87,7329.326961994171
4,6611182,80528,46082, -Dqueueless=off ,-2588.34,7350.513515710831
2,561771,80776,35616, -Dqueueless=on ,-2583.38,7367.016061782837
1,1981445,66403,76098, -Dqueueless=off ,-2246.91,7380.830625534058
4,4031870,17810,51503, -Dqueueless=on ,-2507.49,7394.479052782059
2,2546722,36923,20317, -Dqueueless=on ,-2711.69,7410.104729175568
1,648014,63316,48439, -Dqueueless=off ,-2169.11,7422.315906524658
2,2590576,82136,16401, -Dqueueless=off ,-2363.4,7446.866205453873
3,5000580,53316,85517, -Dqueueless=off ,-2429.8,7463.324598789215
3,6212343,46768,47492, -Dqueueless=off ,-2363.19,7478.227822065353
3,2930171,6962,96546, -Dqueueless=off ,-2268.83,7492.3438856601715
3,7952106,13779,40363, -Dqueueless=off ,-2151.41,7507.804662466049
1,1206413,19427,55896, -Dqueueless=off ,-2249.55,7524.231348276138
2,610879,80510,98524, -Dqueueless=on ,-2748.74,7541.783884763718
3,5558761,19394,46689, -Dqueueless=off ,-2200.33,7558.081546545029
4,1658857,49945,14024, -Dqueueless=off ,-2525.41,7573.225609064102
3,1519601,7888,98415, -Dqueueless=on ,-2403.12,7591.2775020599365
4,6531447,74175,66185, -Dqueueless=off ,-2652.51,7619.555961370468
3,5138600,69512,94916, -Dqueueless=on ,-2309.51,7630.429038763046
1,4253753,83413,52100, -Dqueueless=off ,-2341.72,7647.729819774628
4,4192470,93465,80795, -Dqueueless=off ,-2788.92,7666.585070133209
3,1240868,56305,67531, -Dqueueless=on ,-2404.03,7684.731278181076
4,6026562,41299,14307, -Dqueueless=on ,-2792.39,7702.075325012207
3,5721889,45845,41584, -Dqueueless=on ,-2604.14,7714.864209890366
3,1755727,36503,69925, -Dqueueless=off ,-2593.6,7732.430918216705
3,3365904,63724,7784, -Dqueueless=off ,-2369.48,7747.826207876205
2,3184635,62362,6551, -Dqueueless=off ,-2403.94,7761.650643110275
1,6957619,51109,32258, -Dqueueless=on ,-2458.44,7778.249804019928
3,3543558,28932,37171, -Dqueueless=off ,-2288.63,7798.49060177803
4,3147227,67694,51660, -Dqueueless=off ,-2487.57,7818.597589015961
1,6970237,76343,25210, -Dqueueless=off ,-2268.28,7832.75377202034
4,1405855,58553,3453, -Dqueueless=off ,-2634.23,7853.123045682907
2,2275733,75575,19525, -Dqueueless=on ,-2605.54,7866.7434005737305
3,4606690,65101,5028, -Dqueueless=off ,-2535.43,7886.081452131271
4,4997122,71308,39090, -Dqueueless=off ,-2997.97,7899.2600440979
2,5010589,56207,62888, -Dqueueless=on ,-2683.99,7916.337412595749
3,1213939,62176,50793, -Dqueueless=off ,-2661.29,7931.991284608841
4,7576797,25525,12425, -Dqueueless=on ,-2709.46,7954.547026157379
1,1231944,37499,50509, -Dqueueless=off ,-2373.53,7969.25049829483
3,2264113,75826,81841, -Dqueueless=on ,-2449.76,7989.160415172577
2,7398278,35682,23976, -Dqueueless=on ,-2609.66,8003.808760881424
2,5221263,828,93931, -Dqueueless=on ,-1619.99,8026.333265304565
1,612089,66150,62338, -Dqueueless=on ,-2593.33,8046.016694784164
4,5221732,56825,6797, -Dqueueless=off ,-2653.87,8066.285939216614
3,1891891,35215,2878, -Dqueueless=off ,-2266.14,8082.66264462471
2,5677717,29152,50971, -Dqueueless=on ,-2681.61,8096.289265155792
1,4275328,42296,34194, -Dqueueless=off ,-2328.52,8108.552162647247
3,7990038,13053,60403, -Dqueueless=off ,-2394.57,8128.531967878342
3,6437121,80924,47688, -Dqueueless=on ,-2777.41,8153.222522974014
4,3748127,35848,41197, -Dqueueless=off ,-2587.26,8168.288931131363
4,2584833,9209,61315, -Dqueueless=off ,-2210.75,8185.529545545578
4,434954,67991,91842, -Dqueueless=off ,-2377.97,8201.232857465744
1,1606484,90302,51030, -Dqueueless=on ,-2465.71,8215.843533992767
1,2094699,81822,94856, -Dqueueless=off ,-2221.38,8230.919827461243
1,6790368,17703,26443, -Dqueueless=on ,-2525.87,8247.479177236557
1,5136171,13486,24929, -Dqueueless=off ,-2225.06,8262.092742919922
4,7557582,83006,3269, -Dqueueless=on ,-2403.2,8279.796591043472
2,5505143,544,98077, -Dqueueless=off ,-1500.38,8292.650675058365
2,2609851,87081,41398, -Dqueueless=off ,-2537.11,8307.22611784935
3,2701029,66561,5277, -Dqueueless=on ,-2908.37,8321.539035081863
2,7056170,39690,81575, -Dqueueless=off ,-2132.13,8338.913716077805
4,211172,49788,1021, -Dqueueless=on ,-2647.92,8354.89934706688
1,7227774,50530,49178, -Dqueueless=on ,-2570.15,8369.92409658432
3,5483735,51216,13237, -Dqueueless=off ,-2422.04,8388.428216934204
1,3582235,90385,94346, -Dqueueless=off ,-2290.61,8420.780934333801
3,3224445,79204,98996, -Dqueueless=on ,-2421.84,8435.823186397552
2,7542169,46884,74415, -Dqueueless=off ,-2421.81,8451.36219716072
2,2486220,52380,61776, -Dqueueless=off ,-2532.19,8465.075363397598
3,6920935,8202,16961, -Dqueueless=on ,-2725.82,8483.625735998154
4,524645,32871,33184, -Dqueueless=on ,-2533.88,8501.883753299713
2,7054044,30956,42830, -Dqueueless=on ,-2685.85,8517.004194498062
3,520591,77449,65407, -Dqueueless=on ,-2579.55,8537.076310157776
4,6691571,48055,88494, -Dqueueless=on ,-2790.26,8554.403732538223
2,3790481,11477,49131, -Dqueueless=on ,-2719.53,8581.505469560623
4,1395999,94260,8018, -Dqueueless=on ,-3124.21,8598.458978891373
4,826657,29228,62778, -Dqueueless=off ,-2241.48,8615.236929655075
1,4246510,64910,67861, -Dqueueless=on ,-2538.58,8631.34575843811
4,5209147,84765,31515, -Dqueueless=on ,-2525.78,8645.908152580261
1,5485910,75946,96565, -Dqueueless=off ,-2286.31,8660.048665761948
1,3349933,78533,5815, -Dqueueless=off ,-2383.8,8675.96724653244
3,2385641,47468,38780, -Dqueueless=off ,-2624.15,8693.91715145111
1,6130192,9907,93381, -Dqueueless=on ,-2392.34,8706.794307947159
2,879237,59409,40683, -Dqueueless=off ,-2454.8,8721.58034491539
2,663915,99445,61967, -Dqueueless=on ,-2644.18,8734.453780174255
4,2936421,95466,15353, -Dqueueless=off ,-2323.11,8750.512350559235
2,1987950,79169,70001, -Dqueueless=off ,-2532.79,8767.350593328476
1,5469093,8415,15506, -Dqueueless=on ,-2392.16,8780.958936929703
3,767668,99715,2159, -Dqueueless=off ,-2501.74,8797.260060548782
4,5601262,35554,56082, -Dqueueless=off ,-2417.91,8812.614459991455
3,3885315,98870,12100, -Dqueueless=off ,-2455.46,8830.254315137863
2,1988652,91785,23355, -Dqueueless=off ,-2582.32,8845.702432394028
3,1389582,37175,94647, -Dqueueless=off ,-2465.61,8860.889339923859
4,4873686,16039,81452, -Dqueueless=on ,-2738.42,8875.319533109665
3,694727,6296,19985, -Dqueueless=off ,-2220.54,8890.191881418228
3,653900,78739,20341, -Dqueueless=on ,-2212.65,8910.450988769531
4,6133243,87892,11939, -Dqueueless=on ,-2850.99,8936.660006046295
1,1673063,62485,50307, -Dqueueless=on ,-2476.1,8950.46507692337
3,3355174,71691,14960, -Dqueueless=off ,-2548.01,8969.012895822525
3,690558,73868,244, -Dqueueless=off ,-2297.52,8982.632242441177
1,1651611,13322,91260, -Dqueueless=off ,-2223.19,8997.339804649353
3,2961508,70568,3116, -Dqueueless=on ,-2781.6,9012.62777376175
1,1523681,37683,1300, -Dqueueless=off ,-2299.71,9026.968943595886
4,577515,78696,90039, -Dqueueless=on ,-2332.38,9043.123032808304
3,6606210,34231,52980, -Dqueueless=off ,-2507.06,9056.047539710999
2,695214,61911,49396, -Dqueueless=off ,-2647.13,9075.587202072144
1,6252690,65099,54040, -Dqueueless=on ,-2441.67,9090.254690885544
4,3789966,41317,86974, -Dqueueless=off ,-2392.14,9103.012840270996
3,3282018,69271,60683, -Dqueueless=on ,-2709.47,9116.438784122467
4,7447650,84018,25845, -Dqueueless=on ,-2803.28,9129.454313278198
4,5616793,70336,99871, -Dqueueless=on ,-2652.78,9144.097291707993
2,2730931,60809,35283, -Dqueueless=on ,-2577.77,9156.91790342331
1,6929470,78728,32278, -Dqueueless=on ,-2550.96,9170.14754652977
3,2881908,34427,44614, -Dqueueless=on ,-2501.63,9185.82827925682
4,3964148,90238,70320, -Dqueueless=off ,-2284.57,9201.983997106552
3,7897377,78657,21191, -Dqueueless=on ,-2540.23,9231.384621143341
4,6608260,5469,83795, -Dqueueless=off ,-2469.2,9248.799648284912
4,964298,32697,41656, -Dqueueless=off ,-2689.43,9266.25184082985
2,6068262,89897,4676, -Dqueueless=on ,-2636.29,9283.408548593521
3,6577556,76957,27141, -Dqueueless=on ,-2831.78,9297.642053604126
1,5409961,44389,47895, -Dqueueless=on ,-2455.82,9313.80517911911
2,7062402,14538,72685, -Dqueueless=on ,-2616.35,9331.983249425888
4,7278167,88055,39999, -Dqueueless=off ,-2372.73,9348.610642671585
1,6125192,8989,91719, -Dqueueless=off ,-2174.07,9364.162038326263
2,5542551,3930,11906, -Dqueueless=on ,-2385.56,9381.961463689804
2,7070567,39470,53848, -Dqueueless=off ,-2571.18,9397.241342306137
2,3882433,12601,42272, -Dqueueless=off ,-2496.24,9414.568883419037
2,608071,29882,63049, -Dqueueless=on ,-2602.53,9434.995638132095
3,1049147,96592,58302, -Dqueueless=on ,-2469.31,9450.601860523224
3,4744599,54947,45413, -Dqueueless=off ,-2293.41,9470.62318277359
3,3760666,84770,8855, -Dqueueless=on ,-2918.69,9483.916077136993
3,4055270,56223,77575, -Dqueueless=off ,-2452.05,9500.2194917202
3,580060,26409,68910, -Dqueueless=off ,-2215.55,9521.207537412643
4,5099281,78066,3989, -Dqueueless=off ,-2617.55,9534.50424027443
1,7252029,38744,61904, -Dqueueless=on ,-2453.1,9544.913915157318
3,6964818,21795,50658, -Dqueueless=on ,-2840.04,9565.140538454056
3,6557727,3118,29066, -Dqueueless=on ,-2214.35,9582.64011478424
4,1082656,46494,791, -Dqueueless=on ,-2741.41,9595.753057479858
4,2856433,92421,89829, -Dqueueless=on ,-2537.03,9615.63470196724
3,2535957,54224,2891, -Dqueueless=on ,-2628.9,9631.180112600327
2,2797239,74298,37957, -Dqueueless=on ,-2598.21,9645.837226390839
4,2374518,34775,27101, -Dqueueless=on ,-2700.56,9661.453043460846
2,432234,46360,50630, -Dqueueless=on ,-2742.47,9676.560596942902
2,3145361,28415,64724, -Dqueueless=off ,-2554.4,9692.594505310059
3,6256841,29769,7490, -Dqueueless=on ,-2625.46,9714.952867507935
2,6576922,93870,34509, -Dqueueless=on ,-2680.57,9726.83750629425
1,3742979,27366,21259, -Dqueueless=off ,-2237.65,9742.31229019165
4,5423594,70065,89660, -Dqueueless=on ,-2789.68,9756.360009670258
4,4242589,89145,16637, -Dqueueless=on ,-2794.83,9780.680126428604
1,7365375,45796,73171, -Dqueueless=off ,-2285.64,9793.930750608444
1,5934144,29936,16807, -Dqueueless=on ,-2425.03,9809.089224338531
1,1977129,87150,49114, -Dqueueless=off ,-2314.1,9824.52308511734
4,5365355,68598,99191, -Dqueueless=on ,-2519.29,9841.412251472473
4,4570132,99248,36689, -Dqueueless=on ,-3139.4,9858.594340801239
1,7225591,26389,49438, -Dqueueless=on ,-2526.49,9872.927161216736
3,1268744,67534,7101, -Dqueueless=off ,-2438.58,9886.262298822403
4,7654107,55970,10595, -Dqueueless=off ,-2617.11,9902.230514764786
1,7314776,37934,67556, -Dqueueless=off ,-2230.39,9932.946516990662
3,5761511,98878,31864, -Dqueueless=on ,-2774.78,9949.983210086823
1,3969686,18805,75271, -Dqueueless=off ,-2216.89,9965.354232311249
3,497727,60511,80930, -Dqueueless=on ,-2906.67,9977.29263472557
2,4574103,96743,31158, -Dqueueless=on ,-2545.67,9989.299184799194
1,2851546,44589,47734, -Dqueueless=off ,-2329.44,10012.116851091385
1,2164511,7316,41099, -Dqueueless=off ,-2169.74,10027.049338579178
3,895449,64455,54757, -Dqueueless=off ,-2599.88,10044.05825805664
4,5182169,83105,98108, -Dqueueless=off ,-2335.37,10058.808960437775
4,4171894,46922,19821, -Dqueueless=off ,-2477.62,10077.341720342636
2,5226822,56360,38708, -Dqueueless=on ,-2711.54,10089.860446691513
2,3326946,2856,78145, -Dqueueless=on ,-2166.82,10105.165435314178
4,7075032,63938,85650, -Dqueueless=off ,-2291.26,10120.512084960938
4,1269751,30781,3447, -Dqueueless=off ,-2413.35,10135.422377109528
4,2321691,74202,665, -Dqueueless=on ,-2877.63,10152.488597869873
4,6308099,80154,30734, -Dqueueless=on ,-2756.79,10167.407997846603
2,1363117,56944,89219, -Dqueueless=off ,-2590.27,10183.405684709549
1,3018477,19113,84735, -Dqueueless=on ,-2486.47,10203.003587245941
4,1864353,28726,64081, -Dqueueless=off ,-2518.67,10216.406273841858
1,2106379,71127,56571, -Dqueueless=on ,-2536.59,10238.86598110199
3,2261330,66934,54356, -Dqueueless=off ,-2607.39,10253.39126944542
2,850931,30507,96102, -Dqueueless=off ,-2458.28,10271.823933839798
1,6139781,71424,69016, -Dqueueless=on ,-2414.02,10288.185575246811
3,5111628,66040,77496, -Dqueueless=off ,-2342.07,10302.796563148499
1,1920589,91503,39614, -Dqueueless=on ,-2523.46,10325.647137880325
2,2401466,69267,7244, -Dqueueless=on ,-2647.62,10342.79190826416
2,3116421,2365,8666, -Dqueueless=off ,-2137.87,10356.155289173126
4,3680623,30211,88323, -Dqueueless=off ,-2298.89,10375.872109174728
1,1752275,22088,53128, -Dqueueless=on ,-2377.87,10398.811254024506
3,3913249,56992,97199, -Dqueueless=on ,-2497.19,10411.698837518692
4,1139560,2143,8358, -Dqueueless=on ,-2532.74,10427.41678071022
3,4808771,17141,92927, -Dqueueless=off ,-2654.01,10442.41074347496
3,583620,25189,34686, -Dqueueless=off ,-2473.49,10452.645189285278
3,3864210,81340,30885, -Dqueueless=off ,-2504.82,10470.922154188156
2,4921590,22678,56287, -Dqueueless=off ,-2570.39,10484.241391897202
1,855730,97627,43548, -Dqueueless=on ,-2399.08,10497.91746878624
1,7161008,80470,62807, -Dqueueless=on ,-2541.12,10514.666977643967
3,6106170,81465,31397, -Dqueueless=on ,-2825.98,10538.109602212906
4,4090111,94338,72773, -Dqueueless=on ,-2469.84,10563.50173830986
4,3888246,57142,95611, -Dqueueless=on ,-2645.86,10578.600058317184
2,4018389,75155,98825, -Dqueueless=on ,-2598.66,10600.309991836548
3,3655340,54961,92412, -Dqueueless=off ,-2669.12,10615.290581703186
3,5507889,39610,44758, -Dqueueless=on ,-2504.29,10634.994111299515
2,4213002,8587,74198, -Dqueueless=off ,-2369.46,10649.387567281723
2,6318342,10831,54265, -Dqueueless=on ,-2552.75,10662.098217010498
3,233066,89931,41445, -Dqueueless=on ,-2825.66,10682.880562067032
1,6318930,29005,69605, -Dqueueless=on ,-2398.22,10697.589699268341
4,1072815,14724,9283, -Dqueueless=off ,-2228.59,10713.506455898285
3,5942605,7339,15033, -Dqueueless=off ,-1928.53,10728.253196239471
1,873375,24538,77473, -Dqueueless=on ,-2401.62,10747.410933494568
3,3095245,86956,60947, -Dqueueless=off ,-2693.58,10763.098468780518
2,4788110,86004,92459, -Dqueueless=on ,-2834.2,10777.12040066719
3,4510901,1496,73417, -Dqueueless=off ,-1963.02,10789.153677940369
3,1687739,27533,74381, -Dqueueless=off ,1000000,10800.859328269958
